Y,X,scale,angle,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128
201.85,19.92,0.85,2.071,29,2,0,0,0,0,0,8,135,6,0,0,0,0,0,72,135,14,0,0,0,0,0,135,21,1,0,0,0,0,0,36,35,6,0,0,0,0,0,6,135,80,0,0,0,0,0,12,135,133,0,0,0,0,0,15,45,15,0,0,0,0,0,3,28,1,0,0,0,0,0,8,135,13,0,0,0,0,0,88,135,19,0,0,0,0,0,135,46,2,0,0,0,0,0,22,23,0,0,0,0,0,1,28,135,0,0,0,0,0,0,127,135,0,0,0,0,0,0,109,11,0,0,0,0,0,0,8
201.89,59.11,1.64,1.347,88,35,0,0,0,0,0,1,173,68,0,0,0,0,0,3,80,12,0,0,0,0,0,1,5,1,0,0,0,0,0,1,99,40,0,0,0,0,0,0,173,58,0,0,0,0,0,4,133,8,0,0,0,0,0,3,10,0,0,0,0,0,0,2,91,9,0,0,0,1,0,35,173,12,0,0,0,0,0,82,130,4,0,0,0,0,0,18,11,0,0,0,0,0,0,2,55,0,0,0,0,1,3,166,143,0,0,0,0,0,0,173,31,0,0,0,1,2,0,31,8,0,0,0,0,0,0,0
201.95,174.49,1.69,1.148,6,129,129,2,0,0,0,0,14,129,110,2,0,0,0,1,5,25,54,36,0,0,7,10,0,0,31,34,0,0,28,20,18,33,40,4,4,9,4,9,129,129,38,1,1,3,4,110,75,24,13,4,0,0,27,105,0,0,0,1,0,0,38,31,25,15,0,0,0,1,2,8,129,129,0,0,0,0,1,28,129,81,0,0,0,0,1,15,1,1,0,0,0,0,1,1,5,11,0,0,0,5,0,1,112,113,0,0,0,0,0,0,129,129,0,0,0,0,0,0,8,12,5,3,0,0,0,0
202.32,132.83,1.7,1.335,49,47,0,0,0,0,0,1,177,112,0,0,0,0,0,4,123,30,0,0,0,0,0,1,2,0,0,0,0,0,0,0,67,13,1,1,0,0,1,6,177,19,0,0,0,0,0,43,177,6,0,0,0,0,0,17,3,0,0,0,0,0,0,0,65,7,1,1,4,2,1,8,177,35,0,0,0,0,0,20,177,15,0,0,0,0,0,5,3,0,0,0,0,0,0,0,50,2,0,0,0,1,2,14,177,10,0,0,0,0,0,24,151,8,0,0,0,0,0,5,3,0,0,0,0,0,0,0
202.51,166.18,0.95,2.201,97,48,0,0,0,0,4,37,167,120,0,0,0,0,0,29,36,9,0,0,0,0,1,22,4,1,0,0,0,0,0,9,49,61,13,28,6,0,1,1,167,133,4,1,0,0,0,6,106,7,0,0,0,0,0,13,1,1,1,0,0,0,0,1,75,16,5,42,38,14,17,16,167,30,2,2,0,0,3,64,104,1,0,0,0,0,1,15,0,0,0,0,0,1,1,0,24,0,0,1,6,35,167,67,167,40,0,0,0,14,70,86,38,73,6,0,0,0,0,3,0,7,2,0,0,0,0,0
202.59,194.42,1.59,1.451,82,27,0,0,0,0,0,0,142,128,9,0,0,0,0,1,27,43,80,1,0,0,3,4,0,0,69,9,0,0,7,1,72,25,2,0,0,0,0,1,142,74,4,0,0,0,5,66,51,27,38,2,0,0,69,74,0,3,29,4,0,2,69,12,58,36,16,0,0,0,3,67,142,56,3,0,0,0,20,142,55,42,63,16,1,7,30,26,9,29,65,17,1,10,16,4,142,70,15,0,0,0,3,69,124,11,0,0,0,0,38,142,6,2,2,2,2,16,60,30,8,3,2,2,3,35,36,11
202.65,77.23,1.28,2.155,61,163,43,0,0,0,0,23,81,163,18,0,0,0,1,9,18,18,0,3,0,0,2,1,0,0,0,4,3,0,0,2,95,72,25,6,0,0,0,2,163,96,3,0,0,0,0,15,82,12,2,3,0,0,0,3,1,0,0,1,0,0,1,11,128,4,3,1,0,0,10,57,163,1,0,0,0,0,0,76,77,1,0,0,0,0,0,26,2,0,0,0,0,0,0,10,18,0,0,0,0,0,98,163,103,0,0,0,0,0,14,163,18,0,0,0,0,0,0,28,0,0,0,0,0,0,0,1
202.84,140.96,2.6,1.337,44,14,0,0,8,4,3,4,192,46,0,0,0,0,0,11,127,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,48,3,0,1,6,2,1,8,192,13,0,0,0,0,0,22,172,5,0,0,0,0,0,3,0,0,0,0,0,0,0,0,59,7,0,0,7,6,0,5,192,20,0,0,0,0,0,11,176,13,0,0,0,0,0,1,1,0,0,0,0,0,0,0,34,0,0,0,4,16,16,22,192,9,0,0,0,0,1,33,143,17,0,0,0,0,0,1,1,0,0,0,0,0,0,0
202.84,219.24,1.91,1.654,109,48,0,0,5,3,0,0,179,125,0,0,0,0,0,0,44,13,0,0,0,0,0,8,0,0,0,0,0,0,4,6,75,36,4,8,13,1,0,0,179,115,0,0,0,0,0,2,130,12,0,0,0,0,0,4,1,0,0,0,0,0,0,0,97,16,23,17,4,0,0,18,179,12,0,0,0,0,0,89,129,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,115,15,2,1,5,7,3,28,179,66,0,0,0,0,0,60,67,14,0,0,0,0,0,7,0,0,0,0,0,0,0,0
202.86,132.75,1.37,1.338,29,12,1,4,6,0,0,3,165,87,0,1,2,0,0,8,154,35,0,0,0,0,0,2,1,0,0,0,0,0,0,1,39,4,9,14,2,0,0,9,165,14,0,1,0,0,0,110,165,7,0,0,0,0,0,44,1,0,0,0,0,0,0,1,50,10,2,8,7,1,0,4,165,104,0,0,0,0,0,28,165,44,0,0,0,0,0,12,2,1,0,0,0,0,0,0,23,1,0,0,3,4,10,17,165,20,0,0,0,0,0,72,149,10,0,0,0,0,0,27,1,0,0,0,0,0,0,0
202.91,227.22,2.7,1.687,12,5,2,18,59,9,0,1,156,66,1,2,2,0,0,4,142,18,0,0,0,0,0,6,1,0,0,0,0,0,0,1,26,5,5,37,103,6,0,5,156,20,3,3,1,0,0,74,156,4,0,0,0,0,0,29,0,0,0,0,0,0,0,0,25,6,0,10,97,10,1,4,156,93,0,0,2,1,0,22,156,31,0,0,0,0,0,6,1,0,0,0,0,0,0,0,9,1,0,5,68,7,2,23,156,12,0,1,2,0,1,149,127,2,0,0,0,0,0,36,0,0,0,0,0,0,0,0
202.97,413.61,2.68,1.771,34,164,27,1,0,0,0,0,127,165,19,0,0,0,0,0,52,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,47,6,0,0,0,0,9,165,85,3,0,0,0,0,17,165,14,0,0,0,0,0,6,1,0,0,0,0,0,0,0,54,0,0,0,0,0,0,40,165,20,0,0,0,0,0,36,165,9,0,0,0,0,0,7,1,0,0,0,0,0,0,0,30,0,0,0,0,0,2,61,165,0,0,0,0,0,0,100,114,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0
203,37.58,1.2,1.649,42,1,0,0,0,0,1,17,98,10,0,0,0,0,5,144,74,13,0,0,0,0,14,144,2,0,0,0,8,15,47,36,72,9,0,0,0,0,0,5,144,102,0,0,0,0,0,21,144,123,0,0,0,0,0,25,20,5,0,0,13,9,2,2,60,1,0,0,0,0,0,14,144,14,0,0,0,0,0,104,144,15,0,0,0,0,0,133,21,1,0,0,4,2,0,8,51,0,0,0,0,0,0,19,144,8,0,0,0,0,0,40,144,4,0,0,0,0,0,43,6,0,0,0,2,2,0,4
203.26,325.82,1.8,1.66,8,13,24,31,28,2,0,2,123,75,1,11,45,6,0,0,146,116,0,0,0,0,0,0,6,3,0,0,0,0,0,0,8,5,3,4,14,1,0,2,76,52,2,19,89,5,0,3,146,146,0,2,5,0,0,14,34,10,0,0,0,0,0,1,5,14,1,3,17,0,0,0,90,4,0,17,98,3,0,57,146,16,0,0,5,0,0,146,33,1,0,0,0,0,0,11,5,7,1,3,9,2,7,10,89,0,0,8,30,8,28,146,146,0,0,0,0,0,4,136,6,0,0,0,0,0,0,3
203.33,339.33,2.08,1.165,33,20,2,0,32,32,0,1,157,137,0,0,4,6,0,5,87,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,8,5,1,13,13,4,22,157,41,0,0,3,6,4,132,142,17,0,0,0,0,0,28,0,1,0,0,0,0,0,0,44,19,2,0,0,0,0,15,157,134,0,0,0,0,0,33,138,58,0,0,0,0,0,9,1,0,0,0,0,0,0,1,37,48,12,1,0,0,0,14,157,32,2,0,0,0,0,157,106,12,0,0,0,0,0,57,1,0,0,0,0,0,0,0
203.58,50.27,1.13,1.512,45,6,0,0,0,0,0,11,159,28,0,0,0,0,0,10,159,39,0,0,0,0,0,2,24,3,0,0,3,1,0,0,34,10,8,0,0,0,0,16,144,66,9,0,0,0,0,23,159,123,0,0,0,0,0,23,48,15,0,0,1,1,0,2,27,13,11,0,0,0,0,13,157,26,3,0,0,0,0,85,159,24,0,0,0,0,0,127,51,2,0,1,2,0,0,14,35,17,0,0,0,0,0,4,149,46,1,0,0,0,0,27,159,25,0,0,0,0,0,46,24,0,0,0,4,2,0,6
203.59,110.76,4.14,1.693,13,2,0,11,12,6,3,9,146,2,0,6,6,0,0,76,146,1,0,0,0,0,0,109,7,0,0,0,0,0,0,5,22,0,0,17,61,15,4,10,146,7,0,4,2,0,0,144,146,3,0,0,0,0,0,68,2,0,0,0,0,0,0,1,24,8,0,8,75,6,1,3,146,129,0,0,2,0,0,28,146,54,0,0,0,0,0,11,2,0,0,0,0,0,0,0,10,1,0,17,40,0,0,7,146,26,0,1,3,0,0,99,146,11,0,0,0,0,0,45,2,0,0,0,0,0,0,0
203.79,247.7,2.66,1.165,29,114,3,0,11,23,1,0,167,167,2,0,0,0,0,0,62,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,7,0,0,40,78,4,9,167,54,0,0,1,6,3,52,167,17,0,0,0,0,0,13,1,0,0,0,0,0,0,0,16,4,5,17,27,42,7,10,167,29,0,0,0,7,6,52,167,30,0,0,0,0,0,9,2,0,0,0,0,0,0,0,30,17,12,14,4,0,4,11,167,28,0,0,0,0,2,67,112,22,0,0,0,0,0,27,2,0,0,0,0,0,0,0
203.97,219.03,1.14,1.654,70,36,0,0,0,1,1,3,171,159,0,0,0,0,0,1,66,19,0,0,0,0,0,10,1,1,0,0,0,0,1,2,48,27,11,8,1,0,0,0,171,71,0,0,0,0,0,21,152,11,0,0,0,0,0,13,0,1,0,0,0,0,1,0,71,10,8,18,5,0,0,15,171,30,0,0,0,0,0,62,154,6,0,0,0,0,0,16,0,0,0,0,0,0,1,0,92,7,3,1,0,0,0,51,171,0,0,0,0,0,0,151,70,1,0,0,0,0,0,23,0,0,0,0,0,0,0,0
204.12,333.67,1.28,1.283,0,0,0,0,44,32,0,0,148,22,0,0,40,26,0,17,148,31,0,0,0,0,0,21,15,1,0,0,0,0,0,0,1,6,1,0,50,17,0,0,148,54,0,2,81,26,2,16,148,148,0,0,0,0,0,31,32,12,0,0,0,0,0,2,5,12,3,1,19,8,2,5,84,7,0,0,33,35,21,148,148,22,0,0,0,0,2,148,26,3,1,0,0,0,0,13,4,0,0,0,1,2,3,6,148,18,0,0,1,1,2,52,148,24,0,0,0,0,0,50,3,1,0,0,0,1,0,2
204.13,122.59,1.72,1.816,20,13,9,16,1,0,3,2,141,135,1,0,0,0,0,1,107,103,0,0,0,0,0,2,7,1,0,0,0,0,0,2,32,5,3,17,4,0,1,10,141,116,0,0,0,0,0,7,141,127,0,0,0,0,0,12,25,4,0,0,0,0,0,1,12,2,2,1,1,2,10,24,141,10,1,0,0,0,0,96,141,6,0,0,0,0,0,126,19,0,0,0,0,0,0,5,26,3,5,5,2,0,1,27,120,1,0,0,0,0,0,141,81,0,0,0,0,0,0,134,2,0,0,0,0,0,0,2
204.13,438.02,1.2,1.281,63,36,0,1,11,13,2,15,161,98,0,0,0,0,0,20,128,17,0,0,0,0,0,3,2,1,0,0,0,0,0,0,55,20,0,2,20,59,27,18,161,36,0,0,0,6,3,45,161,5,0,0,0,0,0,19,2,0,0,0,0,0,0,1,45,11,0,0,17,88,31,38,161,38,0,0,4,29,8,58,161,28,0,0,0,0,0,12,2,0,0,0,0,0,0,0,8,1,0,0,10,80,73,63,130,1,0,0,4,29,21,161,71,2,0,0,0,0,0,47,1,0,0,0,0,0,0,0
204.16,45.43,1.27,1.598,32,2,0,0,0,0,0,6,135,4,0,0,0,0,0,36,170,10,0,0,0,0,0,122,52,1,0,0,2,1,0,22,50,1,0,0,0,0,0,17,170,12,0,0,0,0,0,22,170,30,0,0,0,0,0,24,56,2,0,0,2,1,0,4,49,4,0,0,0,0,0,16,170,26,0,0,0,0,0,13,170,38,0,0,0,0,0,16,61,6,0,0,0,0,0,1,25,16,1,0,0,0,0,7,126,17,0,0,0,0,0,54,170,20,0,0,0,0,0,87,46,3,0,0,0,0,0,10
204.29,139.96,1.43,1.321,41,8,3,9,5,1,0,2,174,85,0,0,0,0,0,27,125,34,0,0,0,0,0,10,1,0,0,0,0,0,0,0,29,3,0,0,6,6,12,19,174,40,0,0,0,0,1,83,174,18,0,0,0,0,0,31,2,0,0,0,0,0,0,0,32,5,0,0,0,0,5,10,174,58,0,0,0,0,0,21,174,36,0,0,0,0,0,5,2,1,0,0,0,0,0,0,38,10,1,0,0,0,0,6,174,30,0,0,0,0,0,7,174,29,0,0,0,0,0,0,4,2,0,0,0,0,0,0
204.48,425.38,0.96,1.798,2,0,0,0,1,1,28,7,69,1,0,0,0,0,12,54,158,1,0,0,0,0,0,144,79,0,0,0,0,0,0,33,2,4,14,6,6,2,28,13,124,24,11,1,0,2,14,24,158,48,0,0,0,0,0,48,72,7,0,0,0,0,0,9,2,5,9,20,36,7,7,5,146,18,8,1,0,1,9,49,158,11,0,0,0,0,0,72,76,2,0,0,0,0,0,10,22,0,0,6,13,8,9,36,69,2,0,0,0,0,48,158,158,0,0,0,0,0,6,151,33,0,0,0,0,0,0,12
204.49,56.01,1.2,1.447,22,15,3,0,0,0,0,4,130,31,1,0,0,0,0,27,169,43,0,0,0,0,0,42,52,6,0,0,0,0,0,5,40,22,0,0,0,0,0,2,169,47,0,0,0,0,0,18,169,39,0,0,0,0,0,34,58,1,0,0,1,1,0,8,34,15,0,0,0,0,0,1,169,24,0,0,0,0,0,29,169,9,0,0,0,0,0,65,52,0,0,0,2,0,0,5,17,1,0,0,0,0,0,25,169,2,0,0,0,0,0,85,169,4,0,0,0,0,0,74,29,0,0,0,0,1,0,6
204.64,240.47,1.39,1.262,3,45,8,6,3,1,2,0,136,143,13,1,0,0,0,0,120,106,0,0,0,0,0,0,2,2,0,0,0,0,0,0,7,2,1,14,27,3,0,1,143,94,0,2,0,0,0,11,143,143,0,0,0,0,0,14,20,10,0,0,0,0,0,1,11,0,0,1,34,15,1,6,143,4,0,0,0,0,0,104,143,11,0,0,0,0,0,141,20,1,0,0,0,0,0,8,8,0,0,0,7,47,6,5,143,1,0,0,0,4,1,52,143,2,0,0,0,0,0,46,5,0,0,0,0,0,0,1
204.99,118.62,0.97,2.312,22,5,9,0,0,0,0,19,126,6,0,0,0,0,0,102,143,9,0,0,0,0,0,143,17,2,0,0,0,0,1,20,30,1,0,0,0,0,0,48,143,67,0,0,0,0,0,31,143,99,0,0,0,0,0,29,26,6,0,0,0,0,0,14,8,3,8,4,0,0,0,27,143,19,4,0,0,0,0,62,143,12,0,0,0,0,0,117,23,0,0,0,0,0,0,19,9,2,8,10,0,0,0,56,111,1,1,0,0,0,0,143,124,0,0,0,0,0,0,133,5,0,0,0,0,0,0,5
205.1,103.76,1.02,1.285,83,77,0,0,0,0,0,0,177,177,0,0,0,0,0,0,60,29,0,0,0,0,0,1,10,2,0,0,0,0,0,0,91,13,0,0,0,2,11,11,177,42,0,0,0,0,0,17,152,13,0,0,0,0,0,4,13,3,0,0,0,0,0,0,68,1,0,0,0,4,17,39,177,1,0,0,0,0,0,86,137,5,0,0,0,0,0,11,13,4,0,0,0,0,0,0,89,13,0,0,0,0,1,22,177,9,0,0,0,0,0,45,88,7,0,0,0,0,0,5,5,6,0,0,0,0,0,0
205.17,91.48,1.96,1.502,13,8,9,5,4,0,1,6,99,71,10,3,3,0,1,62,149,68,0,0,0,0,0,58,27,2,0,0,0,0,0,3,38,19,15,9,6,0,0,11,149,14,0,0,0,0,1,149,135,2,0,0,0,0,0,149,16,0,0,0,0,0,0,6,57,23,1,3,15,9,0,1,149,146,0,0,0,0,0,30,144,51,0,0,0,0,0,24,9,0,0,0,0,0,0,1,17,5,1,1,6,7,3,8,149,52,0,0,0,0,1,36,149,23,0,0,0,0,0,13,9,0,0,0,0,0,0,1
205.48,204.42,3.23,1.692,42,23,21,0,0,0,0,17,125,16,8,0,0,0,0,31,164,14,2,0,0,0,0,41,11,12,12,0,0,0,0,7,38,61,78,0,0,8,7,3,164,51,14,0,0,0,0,115,100,4,0,0,0,2,15,108,20,2,0,0,0,0,5,23,49,15,2,2,38,45,15,9,164,112,0,0,4,2,0,12,139,23,0,0,0,1,15,21,3,0,0,0,0,0,7,13,27,7,2,29,90,5,0,5,164,48,1,6,6,0,0,26,164,9,0,0,0,0,0,14,0,0,0,0,0,0,0,0
205.52,6.3,2.67,1.544,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,20,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,4,11,1,1,22,4,0,0,131,50,1,0,0,0,0,1,193,73,0,0,0,0,0,7,52,4,0,0,0,0,4,3,3,17,2,8,50,4,0,0,193,39,2,0,0,0,0,25,193,30,0,0,0,0,0,81,64,2,0,0,0,0,3,11,2,4,0,2,32,33,7,0,133,65,0,0,0,7,4,4,193,193,0,0,0,0,0,10,55,41,0,0,0,0,0,1
205.61,427.53,1.98,1.537,31,4,0,0,0,0,0,7,153,63,0,0,0,0,0,11,161,123,0,0,0,0,0,0,33,9,0,0,0,0,0,0,38,0,0,0,0,0,5,35,120,17,0,0,0,2,3,46,161,92,0,0,0,0,0,11,77,17,0,0,0,0,0,1,47,5,0,0,0,0,4,25,105,5,0,0,0,4,7,49,161,11,0,0,0,0,0,95,87,2,0,0,0,0,0,15,14,0,0,0,0,7,80,49,65,0,0,0,0,2,60,100,161,0,0,0,0,0,4,124,33,0,0,0,0,0,0,13
