Y,X,scale,angle,feature1,feature2,feature3,feature4,feature5,feature6,feature7,feature8,feature9,feature10,feature11,feature12,feature13,feature14,feature15,feature16,feature17,feature18,feature19,feature20,feature21,feature22,feature23,feature24,feature25,feature26,feature27,feature28,feature29,feature30,feature31,feature32,feature33,feature34,feature35,feature36,feature37,feature38,feature39,feature40,feature41,feature42,feature43,feature44,feature45,feature46,feature47,feature48,feature49,feature50,feature51,feature52,feature53,feature54,feature55,feature56,feature57,feature58,feature59,feature60,feature61,feature62,feature63,feature64,feature65,feature66,feature67,feature68,feature69,feature70,feature71,feature72,feature73,feature74,feature75,feature76,feature77,feature78,feature79,feature80,feature81,feature82,feature83,feature84,feature85,feature86,feature87,feature88,feature89,feature90,feature91,feature92,feature93,feature94,feature95,feature96,feature97,feature98,feature99,feature100,feature101,feature102,feature103,feature104,feature105,feature106,feature107,feature108,feature109,feature110,feature111,feature112,feature113,feature114,feature115,feature116,feature117,feature118,feature119,feature120,feature121,feature122,feature123,feature124,feature125,feature126,feature127,feature128
56.96,389.88,23.56,-1.545,0,0,0,1,4,0,0,0,37,21,5,23,46,22,3,7,125,98,8,19,59,5,1,8,17,13,3,20,125,28,9,27,0,0,2,3,1,2,0,0,38,19,26,56,17,26,8,6,125,53,9,11,42,19,2,23,24,11,1,6,116,61,18,13,0,0,0,0,1,9,5,0,21,3,6,28,23,116,70,20,125,104,56,19,15,18,21,44,39,51,9,3,37,64,50,11,0,0,0,6,4,1,0,0,0,0,10,125,118,17,5,0,97,111,73,69,40,4,2,5,118,125,7,0,18,23,1,1
49.65,515.29,25.59,-1.205,0,0,0,0,0,0,0,0,7,0,0,4,3,9,22,9,107,2,2,16,4,10,54,137,23,3,9,125,66,61,43,94,0,0,0,1,1,0,0,0,48,16,11,51,23,3,1,7,137,60,13,79,57,0,0,53,41,17,17,137,137,2,2,13,0,0,8,5,4,1,0,0,74,10,24,25,31,8,3,34,137,24,10,77,74,2,1,56,18,5,2,65,134,13,40,44,0,0,4,5,11,43,3,0,96,12,16,10,11,31,12,78,73,5,2,28,95,13,6,46,37,9,0,14,31,6,16,23
523.36,292.59,19.62,0.611,9,34,56,90,43,18,3,2,100,24,43,130,28,0,0,8,130,23,7,14,4,1,6,78,16,20,24,42,15,14,14,26,0,0,14,99,111,15,23,22,130,4,14,39,7,10,99,89,130,50,10,34,35,4,10,25,10,34,79,108,75,1,0,1,0,0,0,3,3,0,16,14,13,0,0,0,0,62,130,37,63,39,14,64,43,40,55,17,6,15,32,126,82,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,4,46,24,10,6,0,42,3,14,52,16,0,12,84
505.37,649.38,20.04,-1.736,80,4,5,4,14,32,7,27,53,120,10,16,24,38,3,4,54,143,17,1,0,0,0,0,3,5,0,0,0,0,0,0,38,12,33,22,45,61,31,32,51,52,35,70,63,64,20,19,143,129,9,6,6,5,0,22,36,4,0,0,0,0,0,1,52,21,9,27,63,21,18,30,98,22,4,12,143,125,27,40,143,60,31,12,29,20,0,50,22,8,21,11,0,0,0,2,19,12,7,12,9,15,62,35,36,20,6,18,104,57,13,16,125,56,24,16,35,24,25,39,6,3,13,13,0,4,34,19
81.61,278.56,18.99,0.82,11,72,3,0,3,77,11,1,63,123,3,0,0,3,6,3,35,86,3,0,0,0,0,0,7,3,0,0,0,0,0,0,19,17,8,0,2,78,58,26,34,71,26,10,32,82,38,15,123,123,20,3,2,4,3,21,44,19,34,14,0,0,0,0,10,4,3,0,1,58,123,42,7,2,1,1,21,123,114,39,87,11,6,13,18,43,64,123,14,11,83,57,31,25,2,4,1,56,81,4,0,28,59,1,1,26,41,14,4,108,80,9,9,27,13,13,16,80,60,53,6,8,4,5,33,123,18,4
81.61,278.56,18.99,-1.483,0,0,0,1,3,45,13,0,32,3,8,10,11,82,51,38,119,47,48,8,16,3,8,44,17,16,8,5,40,40,44,9,0,0,1,47,20,10,3,0,5,9,62,119,64,22,12,5,119,119,119,31,3,1,2,12,119,77,5,0,29,33,7,4,0,0,0,40,61,0,0,0,11,7,8,85,119,30,6,11,119,57,25,14,9,9,6,49,96,119,25,3,9,9,0,2,0,0,5,34,42,0,0,0,18,12,5,73,119,1,0,0,99,47,17,18,19,5,0,4,36,119,26,11,15,10,4,1
84.03,189.78,19.9,1.457,17,23,15,26,43,32,7,2,31,7,1,13,129,65,1,3,129,31,0,0,8,6,3,7,14,0,0,0,0,8,9,5,8,43,71,26,33,33,2,1,25,23,8,11,129,45,1,2,129,29,0,0,26,11,2,18,59,1,0,0,0,0,8,26,13,14,7,2,17,129,55,16,19,11,1,5,79,107,43,30,129,31,5,6,28,35,9,38,111,8,0,0,0,0,0,19,15,50,4,0,21,129,24,3,0,1,1,8,129,129,35,5,89,29,6,10,46,26,37,89,84,10,1,0,0,0,0,56
497.57,506.59,16.37,-1.691,60,36,8,10,32,23,27,20,80,25,6,16,127,69,4,9,125,67,43,56,9,12,21,16,0,0,12,37,2,7,17,0,32,17,30,37,30,24,15,17,77,14,16,74,127,61,3,13,127,15,2,9,20,14,84,91,12,1,1,4,1,9,85,15,25,21,44,53,33,6,2,2,66,24,29,53,52,63,14,16,127,123,84,29,9,12,6,20,18,21,90,55,0,1,4,2,21,21,17,15,31,13,5,3,13,24,42,72,34,14,3,5,10,67,117,48,14,12,9,14,0,5,78,55,7,17,15,1
495.52,427.37,16.37,-0.293,2,9,26,45,102,68,15,5,20,14,43,22,26,16,14,26,34,33,38,19,5,3,39,38,40,43,54,19,4,4,18,20,0,3,55,72,62,81,8,0,24,44,60,56,18,22,6,8,55,94,53,39,11,8,45,59,4,21,74,41,12,17,117,52,2,17,42,25,94,117,9,1,26,17,16,32,63,101,18,4,117,117,8,8,5,5,36,114,47,38,0,1,25,25,117,101,8,15,21,5,14,23,40,54,2,7,4,20,100,51,10,4,52,98,6,10,9,0,0,0,16,28,0,0,3,0,0,0
466.78,226.99,17,3.103,0,0,95,63,21,42,4,0,44,10,21,86,52,14,0,10,102,102,42,5,2,4,25,41,23,31,50,18,21,25,23,8,5,11,5,5,53,123,15,2,75,5,0,2,65,123,8,26,123,55,4,1,8,27,54,96,29,16,6,3,26,46,37,17,47,20,5,8,49,118,14,19,24,4,2,23,91,123,22,14,123,103,22,7,11,17,11,32,21,41,39,22,15,27,12,12,31,14,22,34,59,9,2,6,0,1,4,78,123,13,3,0,30,71,21,19,21,2,8,12,26,49,34,17,1,12,14,12
466.78,226.99,17,0.646,34,19,19,10,14,9,7,19,13,6,5,30,75,62,31,6,1,5,6,26,68,28,19,33,31,42,3,0,0,1,29,86,43,57,27,35,20,13,3,17,22,23,39,129,102,9,1,8,128,32,18,47,23,9,19,76,39,4,2,13,6,9,46,129,5,37,42,74,96,66,9,2,41,18,65,129,35,0,1,25,129,23,4,12,2,0,0,44,104,20,18,58,30,9,4,28,0,0,0,49,50,3,11,14,20,0,1,17,8,32,113,63,129,28,2,1,0,22,28,30,63,32,14,59,76,12,1,7
450.2,56.02,14.73,0.767,3,2,0,0,0,1,4,1,89,71,0,0,0,1,9,18,61,53,1,0,0,17,48,45,11,89,28,1,2,20,38,9,28,13,0,0,1,52,111,16,86,105,0,0,8,116,103,27,116,116,0,0,0,10,17,51,41,3,0,31,68,27,45,28,102,116,20,4,4,18,24,10,23,36,27,16,39,116,52,50,116,27,12,4,3,14,25,116,37,19,19,50,69,26,11,11,70,60,7,0,0,0,0,27,100,32,12,5,0,0,2,85,23,10,14,24,15,8,8,60,39,14,11,10,11,11,8,22
347.38,241.39,13.02,1.219,14,17,50,45,27,12,1,1,64,93,128,5,0,0,0,0,128,77,18,8,8,0,0,1,41,5,6,17,26,2,1,31,0,0,10,58,45,13,51,4,117,58,14,4,0,9,53,19,128,91,5,3,0,0,5,46,57,17,17,12,4,1,5,44,6,0,0,2,3,14,128,49,25,1,0,0,1,25,128,75,128,15,2,8,10,8,41,115,20,26,26,55,52,7,4,15,23,4,13,7,1,4,128,81,0,0,11,19,42,48,126,20,44,11,4,4,26,27,15,23,8,10,8,12,38,61,4,5
318.66,334.6,15.62,2.408,41,53,12,3,3,14,49,63,12,52,30,41,42,40,13,3,1,0,6,25,83,100,68,23,3,1,1,0,7,25,110,110,28,110,110,43,8,11,14,14,62,45,79,58,18,10,18,16,17,12,48,49,28,7,52,37,31,28,53,11,3,12,46,29,57,41,75,12,10,2,1,99,109,34,52,49,4,2,4,102,33,11,41,100,28,0,16,25,65,36,22,7,1,0,8,33,83,4,0,2,6,6,19,110,27,6,12,23,6,20,110,59,4,4,14,10,1,9,110,56,23,8,3,0,2,14,63,35
318.66,334.6,15.62,-1.584,22,10,2,82,33,14,12,44,17,6,17,83,91,63,9,4,9,8,3,1,109,91,19,47,28,19,5,2,5,12,98,73,4,1,10,109,65,4,4,10,103,13,4,36,54,39,12,45,49,7,0,1,59,109,71,106,55,14,20,29,21,22,100,109,4,0,1,36,33,51,33,15,83,45,1,6,21,42,18,48,47,31,9,43,31,26,18,23,45,32,33,19,5,9,53,30,4,0,0,11,27,58,40,21,13,3,11,50,36,30,25,53,12,36,66,109,65,3,2,11,15,88,109,6,0,0,3,4
255.38,202.13,14.66,1.03,14,101,31,3,9,100,18,0,0,8,11,12,72,116,13,0,0,15,28,24,18,106,40,0,5,41,31,16,4,23,29,6,43,116,74,8,3,3,0,6,18,26,63,81,51,45,6,3,75,15,4,9,10,116,116,34,6,4,1,0,1,116,116,10,69,106,68,8,0,0,0,1,66,37,10,21,34,6,1,15,116,36,35,18,5,9,9,33,7,71,62,11,2,67,56,2,85,84,8,1,0,0,13,11,94,44,6,9,7,1,3,28,23,26,43,36,12,1,1,7,3,67,39,20,8,1,0,0
218.63,132.52,15.96,-1.428,51,14,7,16,43,17,1,4,83,124,19,7,20,15,7,4,66,118,25,80,25,8,8,4,6,1,10,58,22,6,14,20,60,0,0,1,26,23,23,24,54,33,1,0,31,63,66,22,124,65,7,7,9,15,36,49,24,0,0,16,58,80,49,28,69,13,0,3,6,6,26,53,31,5,1,14,106,47,21,36,124,58,0,0,15,10,3,46,75,22,1,22,124,79,6,7,54,72,34,3,3,1,0,1,11,22,33,29,41,30,5,3,124,100,11,7,3,4,3,3,81,90,5,4,79,81,1,2
111.6,398.4,14.81,-1.587,27,13,3,16,13,11,19,13,143,61,4,19,19,4,1,17,15,9,2,58,143,42,1,2,33,36,13,4,21,13,2,9,36,25,25,68,13,3,0,1,143,58,5,4,16,14,6,23,38,2,0,4,143,86,9,13,2,8,2,0,40,22,24,18,39,3,4,11,20,55,32,35,143,33,19,13,13,2,7,66,48,21,26,39,143,38,43,12,6,2,1,0,25,38,89,47,4,0,8,29,7,49,61,23,46,28,118,44,0,1,11,40,83,100,62,23,3,6,15,8,39,34,1,1,57,74,26,5
536.24,511.39,13.55,-1.685,51,11,3,14,121,53,3,4,136,71,30,54,10,10,5,6,2,4,30,127,8,11,23,1,0,0,0,1,0,0,1,0,41,10,7,47,136,70,5,8,136,28,3,11,29,23,53,53,25,1,2,11,6,46,136,24,0,0,0,0,0,1,14,0,25,8,16,59,69,53,15,12,136,40,2,5,15,16,12,29,88,23,15,48,21,16,30,8,0,0,3,11,2,1,2,0,31,15,20,53,30,29,8,9,90,98,69,28,13,9,2,5,22,42,136,136,3,1,0,0,0,0,22,32,0,0,0,0
538.2,461.56,13.96,0.217,1,15,37,11,45,43,6,0,62,63,43,9,7,10,10,33,39,58,60,46,11,32,35,18,41,88,44,23,5,13,17,20,15,4,28,76,55,32,3,3,134,20,8,10,10,11,66,134,26,12,19,16,6,134,134,52,2,55,41,11,14,129,134,1,29,7,18,41,30,1,0,0,134,65,5,2,0,0,9,26,71,58,14,20,12,34,91,16,3,6,9,120,109,75,68,0,0,0,0,0,0,0,0,0,9,2,0,0,0,0,0,0,4,5,2,5,3,0,0,0,2,2,1,30,32,0,0,0
534.51,591.89,14.94,-1.685,10,7,12,33,63,49,20,19,139,27,3,18,21,4,0,39,99,6,0,1,1,0,0,16,0,0,0,0,0,0,0,0,54,15,4,17,139,87,11,20,139,10,2,8,58,12,0,90,66,4,7,76,21,0,0,29,0,0,0,5,0,0,0,0,45,27,10,31,139,56,7,11,139,72,22,32,53,27,4,10,25,20,42,139,12,15,33,4,0,0,3,8,0,0,5,0,38,11,13,37,86,45,7,13,139,21,1,17,65,25,17,27,61,4,2,8,6,36,139,27,0,0,0,0,0,2,21,0
489.09,373.67,13.45,-2.799,3,15,68,114,95,5,2,1,28,12,1,21,47,6,45,64,100,33,29,3,2,3,12,75,7,62,112,5,3,4,0,0,7,6,13,41,72,53,35,5,63,68,5,5,1,23,42,21,114,39,7,2,6,42,27,54,1,23,49,7,53,106,15,5,11,39,21,24,21,40,40,17,48,23,4,5,17,61,71,29,114,81,6,2,7,37,28,64,12,19,9,12,114,114,12,9,46,12,18,14,9,29,19,53,44,5,0,1,19,67,100,74,72,58,5,2,15,43,39,48,19,19,7,10,85,49,7,22
463.57,465.87,12.53,0.681,12,47,30,18,17,16,3,6,24,67,24,20,19,23,22,12,27,54,37,7,18,43,20,20,45,19,6,10,7,31,17,54,30,65,41,7,17,11,2,10,105,35,16,4,10,46,57,65,34,42,25,5,23,120,40,25,60,49,11,14,3,5,13,34,34,4,4,6,11,20,87,113,84,64,61,12,13,56,37,30,58,57,85,28,25,42,16,34,46,20,2,0,8,57,39,53,95,2,0,0,0,52,72,120,2,3,12,5,23,120,52,4,57,107,23,4,13,120,11,3,40,120,71,8,13,34,8,9
463.57,465.87,12.53,-1.701,23,12,29,33,35,8,4,4,50,33,52,78,64,14,2,7,107,13,3,65,123,25,4,9,123,23,0,0,2,8,41,35,9,11,33,65,63,13,12,3,100,34,47,41,26,35,18,29,82,13,4,31,63,114,31,24,123,100,33,17,3,2,2,11,38,12,23,34,55,41,7,15,100,75,45,44,40,25,3,12,14,31,60,123,54,21,2,4,27,110,123,39,3,4,4,7,29,38,15,18,34,10,23,15,29,16,13,20,48,26,23,28,14,3,8,22,75,48,7,17,20,3,9,3,5,19,21,43
451.33,57.08,13.99,1.078,0,0,0,0,0,17,10,1,79,11,0,0,0,27,15,6,109,18,0,0,1,9,42,40,42,45,1,1,16,37,36,13,107,28,3,2,7,72,58,30,79,34,4,6,85,120,59,14,120,115,0,0,6,17,6,58,36,19,1,5,26,65,45,40,95,116,24,6,6,4,3,14,16,30,26,21,91,75,49,58,116,30,7,9,8,16,48,120,21,10,25,102,47,14,14,61,53,22,3,0,1,1,13,73,19,9,13,13,6,4,39,114,25,41,21,19,37,11,18,36,26,24,11,35,27,51,21,12
451.33,57.08,13.99,-1.568,21,14,9,7,2,6,79,97,19,13,23,41,46,37,48,38,24,10,55,23,19,22,23,31,3,4,52,41,24,12,44,12,38,54,48,43,26,2,13,27,12,15,122,122,75,6,8,4,56,46,122,49,13,15,9,29,0,2,81,61,42,31,4,2,43,40,26,49,57,1,0,4,58,24,12,122,122,0,0,4,122,112,16,25,40,26,14,61,2,6,7,76,122,42,6,4,0,29,30,29,9,0,0,0,11,18,6,71,54,0,0,0,53,113,15,21,10,0,0,0,0,9,8,75,39,0,0,0
446.99,724.94,12.62,-1.89,1,1,0,0,0,0,0,0,5,4,0,0,1,18,2,1,31,28,0,0,2,38,3,1,51,108,15,0,0,0,0,0,34,34,2,17,51,14,1,2,124,65,1,4,16,70,21,31,40,24,1,7,68,124,43,17,40,124,63,4,16,14,17,7,36,5,0,6,74,124,44,31,124,48,54,56,17,13,20,57,16,20,81,124,68,38,15,11,11,36,23,59,76,13,9,2,21,11,1,5,36,77,93,19,13,6,25,37,78,70,28,23,40,7,32,33,13,36,42,111,15,4,3,17,78,105,22,10
330.16,658.59,13.06,-1.56,52,18,1,12,41,9,0,5,68,17,4,31,110,32,2,17,123,32,3,9,48,28,10,46,9,1,1,11,109,78,32,20,83,12,0,9,40,36,4,10,86,18,2,20,123,68,4,14,123,52,6,12,24,22,23,53,16,4,4,32,88,104,57,19,33,2,1,11,24,27,44,43,48,4,1,20,90,106,57,38,123,77,27,24,16,21,14,31,12,15,23,91,76,9,1,2,26,6,9,9,18,18,28,54,21,10,17,15,98,79,33,36,36,40,20,6,58,33,6,3,7,12,44,24,32,5,10,5
324.03,722.73,13.67,-1.608,3,6,0,1,1,0,0,0,1,8,2,6,10,0,0,0,2,16,2,2,7,0,0,0,1,1,0,10,14,1,0,0,29,54,7,15,31,9,1,1,34,63,18,74,128,2,0,2,128,106,14,18,50,34,11,30,17,4,1,34,128,82,13,15,64,18,1,18,63,30,5,4,86,18,1,15,128,89,5,16,128,59,4,10,52,35,14,52,30,7,1,9,112,128,76,27,41,6,1,19,46,38,17,10,66,13,3,22,105,50,12,13,128,56,9,12,46,20,13,29,54,19,16,67,68,41,23,14
188.77,185.39,13.02,-1.058,93,6,6,26,13,1,0,50,44,37,31,70,15,0,0,6,134,62,7,3,7,1,0,11,58,13,1,33,113,33,10,7,46,1,1,36,57,7,1,58,40,67,14,30,90,22,3,5,134,90,16,18,4,3,1,33,63,9,47,105,44,35,13,11,13,0,0,29,29,15,26,35,40,4,1,17,48,96,49,27,134,61,19,28,6,12,14,45,15,14,39,99,12,19,24,27,12,3,4,26,32,15,45,47,17,0,0,56,75,16,17,40,134,4,0,4,5,12,21,124,22,1,2,6,48,74,39,37
132.48,261.46,11.43,-1.628,12,25,96,75,0,0,0,0,66,53,28,14,1,2,3,6,123,123,0,0,9,16,3,3,32,24,0,1,51,123,2,1,68,31,35,45,13,17,21,15,123,37,4,6,1,4,10,26,96,121,15,21,3,8,13,8,40,123,14,1,33,66,1,0,34,10,8,13,6,34,53,32,123,27,5,35,21,0,5,47,14,77,38,78,28,0,0,0,57,123,16,0,3,4,0,0,19,32,20,49,19,2,0,0,95,86,6,13,36,5,0,1,4,37,27,27,72,34,0,0,33,123,62,2,3,5,0,0
111.15,537.58,13.46,1.784,13,9,7,56,42,5,5,5,78,14,3,5,5,1,6,90,28,3,2,42,86,15,11,50,2,4,7,19,58,6,5,8,75,10,10,77,32,3,1,20,132,15,3,4,9,11,8,100,20,4,4,79,132,71,9,22,2,8,14,35,37,21,4,2,54,25,5,10,23,6,1,13,132,86,1,0,11,11,2,37,46,6,0,3,132,129,3,8,5,3,2,8,62,55,11,9,24,4,4,17,12,5,4,102,132,8,0,4,12,3,4,132,26,0,0,47,132,19,3,18,12,6,3,14,70,15,9,12
100.78,732.49,13.22,1.291,99,95,49,9,2,0,3,20,8,84,116,89,99,14,1,0,0,0,24,92,116,33,1,0,0,0,4,9,79,51,8,0,45,25,49,33,95,15,1,7,115,33,116,50,42,29,37,102,12,6,25,47,116,116,42,24,28,18,9,8,31,45,23,5,45,5,0,0,76,86,14,39,116,75,1,0,57,61,5,27,34,26,2,1,116,77,5,6,27,14,0,1,30,11,0,1,19,1,0,0,9,19,2,6,11,7,0,0,8,13,0,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
100.78,732.49,13.22,-1.529,3,0,0,1,6,0,0,0,16,0,0,0,2,0,0,2,3,0,0,0,10,0,0,0,4,1,0,0,1,0,0,0,35,21,5,13,54,7,3,11,124,22,8,9,34,6,2,47,75,15,7,55,124,8,0,5,113,43,10,31,22,0,0,1,75,31,4,1,6,7,19,30,104,75,45,33,11,19,78,67,69,17,40,124,85,56,86,37,96,13,9,39,45,4,8,36,117,3,0,0,0,0,13,48,124,1,0,0,6,39,95,124,11,0,0,10,63,124,124,29,12,6,6,29,61,23,22,18
96.26,672.86,12.59,2.94,3,8,56,14,3,14,30,5,32,17,18,2,3,12,49,37,2,0,0,5,12,71,130,35,1,2,1,0,0,77,130,10,21,10,50,16,11,58,97,14,130,48,22,1,4,16,17,94,27,16,82,6,0,12,84,111,0,2,84,20,3,58,130,10,7,6,91,68,30,31,32,7,82,126,73,23,14,9,2,7,10,37,130,43,0,0,0,4,1,25,130,27,1,0,0,0,6,6,45,16,3,1,17,11,11,19,67,27,2,0,0,1,14,28,91,17,0,0,0,0,23,17,13,1,0,0,0,7
96.26,672.86,12.59,-1.85,63,29,2,1,12,11,5,6,66,67,34,41,55,14,7,3,62,23,6,41,84,15,23,13,41,12,2,11,38,11,3,6,53,31,3,0,1,2,13,22,71,26,19,14,5,7,87,128,23,1,2,12,16,84,131,52,14,4,5,15,55,41,27,15,95,30,0,0,0,0,8,24,131,70,0,0,0,4,11,38,82,15,0,8,78,117,28,15,0,4,10,59,131,39,1,0,14,2,0,0,0,5,27,23,131,41,0,0,0,0,1,16,98,35,4,37,122,11,0,1,0,0,0,54,131,20,2,1
80.92,510.83,12.58,-1.219,1,4,17,60,26,3,0,0,71,25,12,13,16,7,6,22,128,32,1,7,17,0,0,41,19,4,4,123,128,9,0,5,12,6,9,61,72,9,13,12,76,62,10,4,1,3,6,20,128,106,7,13,20,1,0,19,20,13,6,64,128,29,0,0,1,0,5,17,20,25,37,8,64,6,4,2,2,16,22,106,113,24,15,47,28,5,10,128,3,4,8,128,128,6,3,3,10,4,20,33,5,0,0,1,128,8,6,4,2,0,0,46,44,10,21,88,47,5,0,20,8,1,11,68,43,9,3,7
